,k-means,IMM,RandomIMM,ExKMC,CART,Unsupervised,Unsupervised Obl.,Centroid,Centroid Obl.
2,215.83831972044857,221.64282983612077,221.15272228279048,221.64282983612077,221.31826594457,221.15272228279048,217.36598251229225,221.15272228279048,217.36598251229225
3,215.83831972044857,221.64282983612077,221.15272228279048,219.49511348644126,220.03724057856948,221.15272228279048,217.36598251229225,219.45791398089347,216.5926096351065
4,215.83831972044857,221.64282983612077,221.15272228279048,218.14074177405874,219.85962302290784,221.15272228279045,217.36598251229225,217.84714108398578,216.15875149346482
5,215.83831972044857,221.64282983612077,221.15272228279048,217.63279613860072,218.12792863968465,221.15272228279045,217.36598251229225,217.28077909303866,215.94254900359545
6,215.83831972044857,221.64282983612077,221.15272228279048,217.27104921514692,217.91514463010606,221.15272228279045,217.36598251229225,217.05957851629282,215.87963549941398
7,215.83831972044857,221.64282983612077,221.15272228279048,216.87418877972914,216.79462270467775,221.15272228279045,217.36598251229225,216.6960935628892,215.87963549941398
8,215.83831972044857,221.64282983612077,221.15272228279048,216.69795137848735,216.60757583511295,221.15272228279045,217.36598251229225,216.5639718499063,215.83831972044857
9,215.83831972044857,221.64282983612077,221.15272228279048,216.54687605819305,216.62980697780137,221.15272228279045,217.36598251229225,216.4099086938598,215.83831972044857
10,215.83831972044857,221.64282983612077,221.15272228279048,216.42121458309558,216.49371826418792,221.15272228279045,217.36598251229225,216.4099086938598,215.83831972044857
11,215.83831972044857,221.64282983612077,221.15272228279048,216.2487379709501,216.27440713856694,221.15272228279045,217.36598251229225,216.34570241626193,215.83831972044854
12,215.83831972044857,221.64282983612077,221.15272228279048,216.2487379709501,216.15587326781463,221.15272228279048,217.36598251229225,216.34570241626193,215.83831972044854
13,215.83831972044857,221.64282983612077,221.15272228279048,216.2487379709501,216.0908620001244,221.15272228279048,217.36598251229225,216.34570241626193,215.83831972044857
14,215.83831972044857,221.64282983612077,221.15272228279048,216.2487379709501,215.98114678959288,221.15272228279045,217.36598251229225,216.3457024162619,215.83831972044854
15,215.83831972044857,221.64282983612077,221.15272228279048,216.2487379709501,215.9811467895929,221.15272228279045,217.36598251229225,216.34570241626193,215.83831972044854
16,215.83831972044857,221.64282983612077,221.15272228279048,216.0750292607101,215.83831972044854,221.15272228279048,217.36598251229225,216.34570241626193,215.8383197204485
17,215.83831972044857,221.64282983612077,221.15272228279048,216.0750292607101,215.83831972044854,221.15272228279045,217.36598251229225,216.34570241626193,215.8383197204485
18,215.83831972044857,221.64282983612077,221.15272228279048,216.0750292607101,215.83831972044854,221.15272228279045,217.36598251229222,216.3457024162619,215.83831972044854
19,215.83831972044857,221.64282983612077,221.15272228279048,216.0750292607101,215.83831972044854,221.15272228279048,217.36598251229225,216.3457024162619,215.83831972044854
20,215.83831972044857,221.64282983612077,221.15272228279048,216.05531895546653,215.83831972044854,221.15272228279048,217.36598251229225,216.3457024162619,215.83831972044854
21,215.83831972044857,221.64282983612077,221.15272228279048,216.05531895546653,215.83831972044854,221.15272228279045,217.36598251229225,216.3457024162619,215.83831972044854
22,215.83831972044857,221.64282983612077,221.15272228279048,216.05531895546653,215.83831972044854,221.15272228279045,217.36598251229225,216.3457024162619,215.83831972044854
23,215.83831972044857,221.64282983612077,221.15272228279048,216.05531895546653,215.83831972044854,221.15272228279045,217.39997311409326,216.3457024162619,215.83831972044854
24,215.83831972044857,221.64282983612077,221.15272228279048,216.05531895546653,215.83831972044854,221.15272228279045,217.39997311409326,216.3457024162619,215.83831972044854
25,215.83831972044857,221.64282983612077,221.15272228279048,216.02450257691137,215.83831972044854,221.15272228279048,217.39997311409326,216.3457024162619,215.83831972044857
26,215.83831972044857,221.64282983612077,221.15272228279048,215.90924400606508,215.83831972044854,221.15272228279045,217.39997311409326,216.3457024162619,215.83831972044857
27,215.83831972044857,221.64282983612077,221.15272228279048,215.90924400606508,215.83831972044854,221.15272228279048,217.39997311409326,216.3457024162619,215.83831972044854
28,215.83831972044857,221.64282983612077,221.15272228279048,215.90924400606508,215.83831972044854,221.15272228279048,217.39997311409326,216.3457024162619,215.83831972044854
29,215.83831972044857,221.64282983612077,221.15272228279048,215.90924400606508,215.83831972044854,221.15272228279045,217.39997311409326,216.3457024162619,215.83831972044854
30,215.83831972044857,221.64282983612077,221.15272228279048,215.90924400606508,215.83831972044854,221.15272228279045,217.39997311409326,216.3457024162619,215.83831972044854
31,215.83831972044857,221.64282983612077,221.15272228279048,215.90924400606508,215.83831972044854,221.15272228279045,217.39997311409326,216.3457024162619,215.83831972044854
32,215.83831972044857,221.64282983612077,221.15272228279048,215.90924400606508,215.83831972044854,220.86850724729337,217.39997311409326,216.34570241626193,215.83831972044854
